record_time_perf,tap_number,frame_age_ms,t_read_total_ms,t_frameacq_ms,t_getts_ms,t_frameconv_ms,detect_time_ms,frames_folder,timestamp_perf_counter,latency_ms,match_dt_ms
77818.218942221,126,1.39416,1.68629,1.531149,0.003055,0.149201,2.716065,run_tableB_20250812_173628/frames/trial_0126_20250812_173835,77818.226525627,9.0,7.58340599713847
77819.19989877,127,0.941069,1.743257,1.213972,0.004819,0.520669,3.011701,run_tableB_20250812_173628/frames/trial_0127_20250812_173836,77819.206547709,12.0,6.6489389864727855
77820.171588377,128,1.693403,1.824961,1.689295,0.002635,0.130325,3.236043,run_tableB_20250812_173628/frames/trial_0128_20250812_173837,77820.180451008,12.0,8.862631002557464
77821.095930359,129,2.280116,2.132178,1.726736,0.00505,0.396776,3.230923,run_tableB_20250812_173628/frames/trial_0129_20250812_173838,77821.105281327,12.0,9.350968000944704
77822.045749203,130,1.881326,2.148429,1.61195,0.002615,0.531158,3.226986,run_tableB_20250812_173628/frames/trial_0130_20250812_173839,77822.055387061,13.0,9.637858005589806
77822.988666343,131,1.011752,1.830441,1.684717,0.002454,0.140865,2.975714,run_tableB_20250812_173628/frames/trial_0131_20250812_173840,77822.995983568,10.0,7.3172250122297555
77823.931607158,132,1.488097,1.63284,1.455205,0.002675,0.171252,2.862511,run_tableB_20250812_173628/frames/trial_0132_20250812_173841,77823.940478404,11.0,8.871245998307131
77824.848051824,133,0.261552,1.837844,1.687753,0.002765,0.144682,2.864926,run_tableB_20250812_173628/frames/trial_0133_20250812_173842,77824.855643495,12.0,7.59167100477498
77825.763958067,134,0.347212,1.802939,1.643319,0.002004,0.155172,2.871518,run_tableB_20250812_173628/frames/trial_0134_20250812_173843,77825.770898484,7.0,6.940417006262578
77826.687967624,135,0.190859,1.535346,0.849166,0.004018,0.674788,3.01637,run_tableB_20250812_173628/frames/trial_0135_20250812_173844,77826.695687386,14.0,7.719761997577734
77827.622457773,136,0.472949,1.806245,1.65421,0.003296,0.145534,2.899931,run_tableB_20250812_173628/frames/trial_0136_20250812_173845,77827.630626569,12.0,8.168795990059152
77828.541172566,137,1.677283,1.878442,1.717689,0.002545,0.155051,2.690688,run_tableB_20250812_173628/frames/trial_0137_20250812_173846,77828.550341211,16.0,9.168645003228448
77829.42420413,138,1.184987,1.805875,1.632299,0.002605,0.167134,2.812508,run_tableB_20250812_173628/frames/trial_0138_20250812_173847,77829.430871223,9.0,6.667092995485291
77830.34152357,139,0.79781,1.307327,1.091141,0.002184,0.211328,2.78222,run_tableB_20250812_173628/frames/trial_0139_20250812_173847,77830.350617616,16.0,9.094046006794088
77831.227657186,140,1.456819,1.924919,1.696559,0.003146,0.220645,2.949775,run_tableB_20250812_173628/frames/trial_0140_20250812_173848,77831.235664929,12.0,8.007743002963252
77832.180726831,141,0.728379,1.738689,1.568188,0.002645,0.164279,2.835641,run_tableB_20250812_173628/frames/trial_0141_20250812_173849,77832.190382012,13.0,9.65518101293128
77833.498443487,142,1.427484,1.451649,1.200116,0.003046,0.245621,3.280396,run_tableB_20250812_173628/frames/trial_0142_20250812_173851,77833.505832968,11.0,7.389481004793197
77834.919840256,143,1.407266,1.901354,1.668326,0.003236,0.221697,3.30851,run_tableB_20250812_173628/frames/trial_0143_20250812_173852,77834.926595434,11.0,6.755177993909456
77835.856616211,144,1.331302,1.748578,1.062047,0.002534,0.680099,2.884703,run_tableB_20250812_173628/frames/trial_0144_20250812_173853,77835.86558461,13.0,8.968399008153938
77836.679289371,145,2.002855,1.743126,1.188454,0.001683,0.546317,2.738989,run_tableB_20250812_173628/frames/trial_0145_20250812_173854,77836.686550541,11.0,7.261170001584105
77837.590745068,146,1.490943,1.633952,1.327095,0.004549,0.293201,2.930538,run_tableB_20250812_173628/frames/trial_0146_20250812_173855,77837.600331559,13.0,9.586491010850295
77838.457411348,147,0.362441,1.767693,1.626748,0.008385,0.130035,2.7926,run_tableB_20250812_173628/frames/trial_0147_20250812_173856,77838.465605001,11.0,8.19365298957564
77839.22834728,148,1.631247,1.832384,1.663698,0.003336,0.161824,3.508947,run_tableB_20250812_173628/frames/trial_0148_20250812_173856,77839.235639148,10.0,7.291867994354106
77840.00392612,149,1.071535,1.660491,1.254729,0.002525,0.400513,2.849497,run_tableB_20250812_173628/frames/trial_0149_20250812_173857,77840.010959752,8.0,7.033632005914114
77840.783604085,150,0.707901,1.840911,1.670711,0.003667,0.156744,2.773354,run_tableB_20250812_173628/frames/trial_0150_20250812_173858,77840.790981754,8.0,7.377669011475518
77843.512490795,152,0.852162,1.915381,1.726856,0.002905,0.182944,3.10155,run_tableB_20250812_173628/frames/trial_0152_20250812_173901,77843.520814883,13.0,8.324088004883379
77844.500939668,153,1.392608,1.70802,1.571835,0.002324,0.131448,2.773193,run_tableB_20250812_173628/frames/trial_0153_20250812_173902,77844.510459042,14.0,9.51937399804592
77845.440627878,154,1.773654,1.803621,1.668396,0.002905,0.129364,3.411663,run_tableB_20250812_173628/frames/trial_0154_20250812_173903,77845.450457987,13.0,9.830109003814869
77846.307728634,155,0.864906,1.682863,1.158137,0.002996,0.518936,2.918707,run_tableB_20250812_173628/frames/trial_0155_20250812_173903,77846.31573206,9.0,8.003426002687775
77847.22082195,156,0.635866,1.72892,1.593295,0.002304,0.131107,2.758866,run_tableB_20250812_173628/frames/trial_0156_20250812_173904,77847.230466861,9.0,9.64491099875886
77848.148252818,157,0.595118,1.512323,1.357292,0.002244,0.150312,2.918447,run_tableB_20250812_173628/frames/trial_0157_20250812_173905,77848.155771172,13.0,7.518353988416493
77849.100556915,158,0.985913,1.741364,1.596531,0.003257,0.137458,2.77695,run_tableB_20250812_173628/frames/trial_0158_20250812_173906,77849.110495518,16.0,9.938603005139155
77849.974308875,159,0.893279,1.837334,1.683354,0.002194,0.149541,2.791087,run_tableB_20250812_173628/frames/trial_0159_20250812_173907,77849.981315666,13.0,7.006790998275392
77850.91364853,160,1.269156,1.889892,1.729221,0.002214,0.155212,3.019076,run_tableB_20250812_173628/frames/trial_0160_20250812_173908,77850.920883771,12.0,7.23524100612849
77851.771058128,161,0.21854,1.758145,1.585621,0.002876,0.16539,2.894862,run_tableB_20250812_173628/frames/trial_0161_20250812_173909,77851.78059701,15.0,9.538882004562764
77852.679582736,162,0.460726,1.705406,1.526209,0.002845,0.173777,3.023764,run_tableB_20250812_173628/frames/trial_0162_20250812_173910,77852.686604826,11.0,7.022089994279668
77853.578040068,163,0.417395,1.798962,1.661994,0.001914,0.132268,2.918426,run_tableB_20250812_173628/frames/trial_0163_20250812_173911,77853.585968162,13.0,7.928094011731446
