record_time_perf,tap_number,frame_age_ms,t_read_total_ms,t_frameacq_ms,t_getts_ms,t_frameconv_ms,detect_time_ms,frames_folder
3336.526855745,198,1.802788,1.459262,1.257773,0.003376,0.195147,3.974857,run_tableB_20250811_132829/frames/trial_0198_20250811_133154
3337.416029133,199,0.600408,1.869732,1.620084,0.00533,0.240011,3.293557,run_tableB_20250811_132829/frames/trial_0199_20250811_133155
3338.350824723,200,0.346722,1.968899,1.718499,0.004588,0.241043,3.388836,run_tableB_20250811_132829/frames/trial_0200_20250811_133156
3339.206284428,201,0.434236,1.772249,1.495249,0.004128,0.269857,3.996698,run_tableB_20250811_132829/frames/trial_0201_20250811_133157
3340.015245752,202,0.961035,1.694433,1.519494,0.00488,0.166903,3.555569,run_tableB_20250811_132829/frames/trial_0202_20250811_133157
3340.873804504,203,0.295215,1.968057,1.6664,0.006082,0.291247,3.941985,run_tableB_20250811_132829/frames/trial_0203_20250811_133158
3341.817333999,204,1.539452,1.353703,1.205654,0.004849,0.139953,3.961282,run_tableB_20250811_132829/frames/trial_0204_20250811_133159
3342.72593571,205,1.934725,1.625293,1.430086,0.003016,0.186831,3.876463,run_tableB_20250811_132829/frames/trial_0205_20250811_133200
3343.610330065,206,1.247283,1.672512,1.419116,0.00562,0.242636,3.666749,run_tableB_20250811_132829/frames/trial_0206_20250811_133201
3344.550505205,207,0.689515,1.725331,1.54372,0.006352,0.169308,3.829754,run_tableB_20250811_132829/frames/trial_0207_20250811_133202
3345.467966226,208,0.975192,1.604114,1.473969,0.002965,0.124434,3.395039,run_tableB_20250811_132829/frames/trial_0208_20250811_133203
3346.359268564,209,1.50115,1.640441,1.471825,0.004789,0.159269,3.149647,run_tableB_20250811_132829/frames/trial_0209_20250811_133204
3347.2945457,210,1.600046,1.65539,1.512601,0.003627,0.136687,3.417,run_tableB_20250811_132829/frames/trial_0210_20250811_133205
3348.293524212,211,0.433164,1.771077,1.496481,0.003096,0.268594,3.625021,run_tableB_20250811_132829/frames/trial_0211_20250811_133206
3349.255400133,212,2.102059,1.676239,1.424255,0.002665,0.24476,4.207876,run_tableB_20250811_132829/frames/trial_0212_20250811_133207
3350.109752442,213,0.428104,1.816424,1.521669,0.006683,0.278984,3.463186,run_tableB_20250811_132829/frames/trial_0213_20250811_133208
3350.985649651,214,0.450727,1.896143,1.45807,0.003316,0.431832,3.446675,run_tableB_20250811_132829/frames/trial_0214_20250811_133208
3351.883112105,215,1.310653,1.82573,1.677863,0.003476,0.141877,3.471332,run_tableB_20250811_132829/frames/trial_0215_20250811_133209
3352.793525211,216,1.674195,1.771728,1.548428,0.004088,0.215986,3.467945,run_tableB_20250811_132829/frames/trial_0216_20250811_133210
3353.709937501,217,0.14371,1.839376,1.584207,0.005621,0.245791,3.607277,run_tableB_20250811_132829/frames/trial_0217_20250811_133211
3354.616438573,218,2.048108,1.675026,1.457518,0.005761,0.206919,5.734895,run_tableB_20250811_132829/frames/trial_0218_20250811_133212
3355.546950184,219,1.39996,1.56513,1.364584,0.004398,0.192832,3.950372,run_tableB_20250811_132829/frames/trial_0219_20250811_133213
3356.345122693,220,0.203622,1.759496,1.526949,0.003827,0.225223,3.799959,run_tableB_20250811_132829/frames/trial_0220_20250811_133214
3357.263634374,221,0.651083,1.79411,1.496761,0.003186,0.291177,4.238563,run_tableB_20250811_132829/frames/trial_0221_20250811_133215
3358.138461588,222,1.4049,1.84737,1.62375,0.003597,0.216747,4.411819,run_tableB_20250811_132829/frames/trial_0222_20250811_133216
3358.986079095,223,0.688884,1.991502,1.699133,0.006762,0.279696,3.627104,run_tableB_20250811_132829/frames/trial_0223_20250811_133216
3359.921056236,224,3.052995,1.529653,1.362379,0.004518,0.158388,3.422921,run_tableB_20250811_132829/frames/trial_0224_20250811_133217
3360.813592797,225,1.743956,1.305402,1.121667,0.009117,0.167555,4.136543,run_tableB_20250811_132829/frames/trial_0225_20250811_133218
3361.736113832,226,1.786586,1.718188,1.57534,0.004989,0.134753,3.413504,run_tableB_20250811_132829/frames/trial_0226_20250811_133219
3362.78778748,227,0.394712,1.731112,1.586821,0.003577,0.137658,3.294769,run_tableB_20250811_132829/frames/trial_0227_20250811_133220
3363.665638146,228,2.062295,1.644339,1.46411,0.003497,0.173706,3.71041,run_tableB_20250811_132829/frames/trial_0228_20250811_133221
3364.655725335,229,0.556055,2.572463,1.687881,0.010279,0.869003,3.971962,run_tableB_20250811_132829/frames/trial_0229_20250811_133222
3365.54493179,230,1.894078,1.485421,1.300804,0.004369,0.177193,3.725259,run_tableB_20250811_132829/frames/trial_0230_20250811_133223
3366.431489961,231,1.746351,1.432621,1.275176,0.0053,0.147467,3.335878,run_tableB_20250811_132829/frames/trial_0231_20250811_133224
3367.320557488,232,1.737865,1.617519,1.412143,0.004678,0.197732,3.264684,run_tableB_20250811_132829/frames/trial_0232_20250811_133225
3368.177777273,233,2.024975,1.441057,1.312706,0.002755,0.122581,3.463778,run_tableB_20250811_132829/frames/trial_0233_20250811_133226
3369.090213979,234,0.752513,1.876747,1.663125,0.004047,0.20721,3.3268,run_tableB_20250811_132829/frames/trial_0234_20250811_133226
3370.039313536,235,1.367899,1.51674,1.386164,0.002836,0.124664,3.528028,run_tableB_20250811_132829/frames/trial_0235_20250811_133227
3370.976818172,236,0.230242,2.020276,1.659527,0.004118,0.348324,3.308205,run_tableB_20250811_132829/frames/trial_0236_20250811_133228
